Old_ID,New_geneID,gene_description,New_geneName
Milk16G0034.1,XNS16G0034.1,renin [Source:HGNC Symbol;Acc:HGNC:9958],REN(3of3)
Milk0G0495.1,XNS0G0495.1,renin binding protein [Source:HGNC Symbol;Acc:HGNC:9959],RENBP
Milk03G1531.1,XNS03G1531.1,repetin [Source:HGNC Symbol;Acc:HGNC:26809],RPTN(1of2)
Milk03G1534.1,XNS03G1534.1,repetin [Source:HGNC Symbol;Acc:HGNC:26809],RPTN(2of2)
Milk06G0255.1,XNS06G0255.1,replication factor C subunit 1 [Source:HGNC Symbol;Acc:HGNC:9969],RFC1
Milk25G0362.1,XNS25G0362.1,replication factor C subunit 2 [Source:HGNC Symbol;Acc:HGNC:9970],RFC2
Milk12G0170.1,XNS12G0170.1,replication factor C subunit 3 [Source:HGNC Symbol;Acc:HGNC:9971],RFC3
Milk17G0378.1,XNS17G0378.1,replication factor C subunit 5 [Source:HGNC Symbol;Acc:HGNC:9973],RFC5
Milk04G0829.1,XNS04G0829.1,replication initiator 1 [Source:HGNC Symbol;Acc:HGNC:17922],REPIN1
Milk19G1168.1,XNS19G1168.1,replication protein A1 [Source:HGNC Symbol;Acc:HGNC:10289],RPA1
Milk02G0895.1,XNS02G0895.1,replication protein A2 [Source:HGNC Symbol;Acc:HGNC:10290],RPA2
Milk04G0095.1,XNS04G0095.1,replication protein A3 [Source:HGNC Symbol;Acc:HGNC:10291],RPA3
Milk13G0592.1,XNS13G0592.1,replication termination factor 2 [Source:HGNC Symbol;Acc:HGNC:15890],RTF2
Milk02G0323.1,XNS02G0323.1,replication timing regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:23207],RIF1
Milk02G0310.1,XNS02G0310.1,"reprimo, TP53 dependent G2 arrest mediator homolog [Source:HGNC Symbol;Acc:HGNC:24201]",RPRM
Milk21G0077.1,XNS21G0077.1,repulsive guidance molecule BMP co-receptor a [Source:HGNC Symbol;Acc:HGNC:30308],RGMA
Milk07G0039.1,XNS07G0039.1,repulsive guidance molecule BMP co-receptor b [Source:HGNC Symbol;Acc:HGNC:26896],RGMB
Milk07G1383.1,XNS07G1383.1,required for excision 1-B domain containing [Source:HGNC Symbol;Acc:HGNC:26098],REX1BD
Milk09G0524.1,XNS09G0524.1,required for meiotic nuclear division 1 homolog [Source:HGNC Symbol;Acc:HGNC:21176],RMND1
Milk11G0475.1,XNS11G0475.1,required for meiotic nuclear division 5 homolog A [Source:HGNC Symbol;Acc:HGNC:25850],RMND5A(1of2)
Milk11G0476.1,XNS11G0476.1,required for meiotic nuclear division 5 homolog A [Source:HGNC Symbol;Acc:HGNC:25850],RMND5A(2of2)
Milk07G0648.1,XNS07G0648.1,required for meiotic nuclear division 5 homolog B [Source:HGNC Symbol;Acc:HGNC:26181],RMND5B
Milk05G0593.1,XNS05G0593.1,RERG like [Source:HGNC Symbol;Acc:HGNC:26213],RERGL
Milk07G0993.1,XNS07G0993.1,resistin [Source:HGNC Symbol;Acc:HGNC:20389],RETN
Milk21G0676.1,XNS21G0676.1,REST corepressor 1 [Source:HGNC Symbol;Acc:HGNC:17441],RCOR1(1of2)
Milk21G0677.1,XNS21G0677.1,REST corepressor 1 [Source:HGNC Symbol;Acc:HGNC:17441],RCOR1(2of2)
Milk29G0925.1,XNS29G0925.1,REST corepressor 2 [Source:HGNC Symbol;Acc:HGNC:27455],RCOR2
Milk16G0779.1,XNS16G0779.1,REST corepressor 3 [Source:HGNC Symbol;Acc:HGNC:25594],RCOR3
Milk28G0125.1,XNS28G0125.1,ret proto-oncogene [Source:HGNC Symbol;Acc:HGNC:9967],RET
Milk07G1145.1,XNS07G1145.1,retbindin [Source:HGNC Symbol;Acc:HGNC:30310],RTBDN
Milk16G0485.1,XNS16G0485.1,retention in endoplasmic reticulum sorting receptor 1 [Source:HGNC Symbol;Acc:HGNC:30309],RER1
Milk15G0337.1,XNS15G0337.1,reticulocalbin 1 [Source:HGNC Symbol;Acc:HGNC:9934],RCN1
Milk21G0353.1,XNS21G0353.1,reticulocalbin 2 [Source:HGNC Symbol;Acc:HGNC:9935],RCN2
Milk18G0294.1,XNS18G0294.1,reticulocalbin 3 [Source:HGNC Symbol;Acc:HGNC:21145],RCN3
Milk10G0297.1,XNS10G0297.1,reticulon 1 [Source:HGNC Symbol;Acc:HGNC:10467],RTN1(1of3)
Milk10G0298.1,XNS10G0298.1,reticulon 1 [Source:HGNC Symbol;Acc:HGNC:10467],RTN1(2of3)
Milk10G0299.1,XNS10G0299.1,reticulon 1 [Source:HGNC Symbol;Acc:HGNC:10467],RTN1(3of3)
Milk18G0139.1,XNS18G0139.1,reticulon 2 [Source:HGNC Symbol;Acc:HGNC:10468],RTN2
Milk29G0930.1,XNS29G0930.1,reticulon 3 [Source:HGNC Symbol;Acc:HGNC:10469],RTN3
Milk11G0380.1,XNS11G0380.1,reticulon 4 [Source:HGNC Symbol;Acc:HGNC:14085],RTN4(1of2)
Milk11G0381.1,XNS11G0381.1,reticulon 4 [Source:HGNC Symbol;Acc:HGNC:14085],RTN4(2of2)
Milk09G0222.1,XNS09G0222.1,reticulon 4 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:18647],RTN4IP1
Milk17G0877.1,XNS17G0877.1,reticulon 4 receptor [Source:HGNC Symbol;Acc:HGNC:18601],RTN4R
Milk15G0119.1,XNS15G0119.1,reticulon 4 receptor like 2 [Source:HGNC Symbol;Acc:HGNC:23053],RTN4RL2
Milk20G0315.1,XNS20G0315.1,reticulophagy regulator 1 [Source:HGNC Symbol;Acc:HGNC:25964],RETREG1(1of2)
Milk20G0316.1,XNS20G0316.1,reticulophagy regulator 1 [Source:HGNC Symbol;Acc:HGNC:25964],RETREG1(2of2)
Milk02G0660.1,XNS02G0660.1,reticulophagy regulator family member 2 [Source:HGNC Symbol;Acc:HGNC:28450],RETREG2
Milk19G0545.1,XNS19G0545.1,reticulophagy regulator family member 3 [Source:HGNC Symbol;Acc:HGNC:27258],RETREG3
Milk24G0385.1,XNS24G0385.1,retina and anterior neural fold homeobox [Source:HGNC Symbol;Acc:HGNC:18662],RAX
Milk07G0848.1,XNS07G0848.1,retina and anterior neural fold homeobox 2 [Source:HGNC Symbol;Acc:HGNC:18286],RAX2
Milk28G0286.1,XNS28G0286.1,retinal G protein coupled receptor [Source:HGNC Symbol;Acc:HGNC:9990],RGR
Milk29G0441.1,XNS29G0441.1,retinal outer segment membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:10254],ROM1
Milk06G0083.1,XNS06G0083.1,retinal pigment epithelium-derived rhodopsin homolog [Source:HGNC Symbol;Acc:HGNC:10450],RRH
Milk21G0162.1,XNS21G0162.1,retinaldehyde binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10024],RLBP1
Milk0G0886.1,XNS0G0886.1,retinitis pigmentosa GTPase regulator [Source:HGNC Symbol;Acc:HGNC:10295],RPGR
Milk09G0499.1,XNS09G0499.1,retinoic acid early transcript 1E [Source:HGNC Symbol;Acc:HGNC:16793],RAET1E(1of2)
Milk09G0506.1,XNS09G0506.1,retinoic acid early transcript 1E [Source:HGNC Symbol;Acc:HGNC:16793],RAET1E(2of2)
Milk19G0827.1,XNS19G0827.1,retinoic acid induced 1 [Source:HGNC Symbol;Acc:HGNC:9834],RAI1
Milk20G0275.1,XNS20G0275.1,retinoic acid induced 14 [Source:HGNC Symbol;Acc:HGNC:14873],RAI14
Milk0G1020.1,XNS0G1020.1,retinoic acid induced 2 [Source:HGNC Symbol;Acc:HGNC:9835],RAI2
Milk19G0632.1,XNS19G0632.1,retinoic acid receptor alpha [Source:HGNC Symbol;Acc:HGNC:9864],RARA(1of2)
Milk19G0633.1,XNS19G0633.1,retinoic acid receptor alpha [Source:HGNC Symbol;Acc:HGNC:9864],RARA(2of2)
Milk27G0295.1,XNS27G0295.1,retinoic acid receptor beta [Source:HGNC Symbol;Acc:HGNC:9865],RARB
Milk05G1286.1,XNS05G1286.1,retinoic acid receptor gamma [Source:HGNC Symbol;Acc:HGNC:9866],RARG
Milk01G0597.1,XNS01G0597.1,retinoic acid receptor responder 1 [Source:HGNC Symbol;Acc:HGNC:9867],RARRES1
Milk04G0828.1,XNS04G0828.1,retinoic acid receptor responder 2 [Source:HGNC Symbol;Acc:HGNC:9868],RARRES2
Milk03G0668.1,XNS03G0668.1,retinoid isomerohydrolase RPE65 [Source:HGNC Symbol;Acc:HGNC:10294],RPE65
Milk11G1161.1,XNS11G1161.1,retinoid X receptor alpha [Source:HGNC Symbol;Acc:HGNC:10477],RXRA(1of2)
Milk11G1162.1,XNS11G1162.1,retinoid X receptor alpha [Source:HGNC Symbol;Acc:HGNC:10477],RXRA(2of2)
Milk23G0813.1,XNS23G0813.1,retinoid X receptor beta [Source:HGNC Symbol;Acc:HGNC:10478],RXRB
Milk03G1169.1,XNS03G1169.1,retinoid X receptor gamma [Source:HGNC Symbol;Acc:HGNC:10479],RXRG
Milk01G0729.1,XNS01G0729.1,retinol binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9919],RBP1
Milk01G0730.1,XNS01G0730.1,retinol binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9920],RBP2
Milk28G0252.1,XNS28G0252.1,retinol binding protein 3 [Source:HGNC Symbol;Acc:HGNC:9921],RBP3
Milk26G0480.1,XNS26G0480.1,retinol binding protein 4 [Source:HGNC Symbol;Acc:HGNC:9922],RBP4
Milk05G0453.1,XNS05G0453.1,retinol binding protein 5 [Source:HGNC Symbol;Acc:HGNC:15847],RBP5
Milk14G0260.1,XNS14G0260.1,retinol dehydrogenase 10 [Source:HGNC Symbol;Acc:HGNC:19975],RDH10
Milk10G0217.1,XNS10G0217.1,retinol dehydrogenase 11 [Source:HGNC Symbol;Acc:HGNC:17964],RDH11(1of2)
Milk11G0177.1,XNS11G0177.1,retinol dehydrogenase 11 [Source:HGNC Symbol;Acc:HGNC:17964],RDH11(2of2)
Milk10G0215.1,XNS10G0215.1,retinol dehydrogenase 12 [Source:HGNC Symbol;Acc:HGNC:19977],RDH12
Milk18G0754.1,XNS18G0754.1,retinol dehydrogenase 13 [Source:HGNC Symbol;Acc:HGNC:19978],RDH13
Milk11G0734.1,XNS11G0734.1,retinol dehydrogenase 14 [Source:HGNC Symbol;Acc:HGNC:19979],RDH14(1of2)
Milk27G0102.1,XNS27G0102.1,retinol dehydrogenase 14 [Source:HGNC Symbol;Acc:HGNC:19979],RDH14(2of2)
Milk05G0933.1,XNS05G0933.1,retinol dehydrogenase 16 [Source:HGNC Symbol;Acc:HGNC:29674],RDH16(1of3)
Milk05G0934.1,XNS05G0934.1,retinol dehydrogenase 16 [Source:HGNC Symbol;Acc:HGNC:29674],RDH16(2of3)
Milk05G0937.1,XNS05G0937.1,retinol dehydrogenase 16 [Source:HGNC Symbol;Acc:HGNC:29674],RDH16(3of3)
Milk05G0882.1,XNS05G0882.1,retinol dehydrogenase 5 [Source:HGNC Symbol;Acc:HGNC:9940],RDH5
Milk07G1089.1,XNS07G1089.1,retinol dehydrogenase 8 [Source:HGNC Symbol;Acc:HGNC:14423],RDH8
Milk11G0504.1,XNS11G0504.1,retinol saturase [Source:HGNC Symbol;Acc:HGNC:25991],RETSAT
Milk0G1013.1,XNS0G1013.1,retinoschisin 1 [Source:HGNC Symbol;Acc:HGNC:10457],RS1
Milk05G0681.1,XNS05G0681.1,retroelement silencing factor 1 [Source:HGNC Symbol;Acc:HGNC:25559],RESF1
Milk21G0654.1,XNS21G0654.1,retrotransposon Gag like 1 [Source:HGNC Symbol;Acc:HGNC:14665],RTL1
Milk0G0297.1,XNS0G0297.1,retrotransposon Gag like 4 [Source:HGNC Symbol;Acc:HGNC:25214],RTL4(1of3)
Milk0G0298.1,XNS0G0298.1,retrotransposon Gag like 4 [Source:HGNC Symbol;Acc:HGNC:25214],RTL4(2of3)
Milk0G0299.1,XNS0G0299.1,retrotransposon Gag like 4 [Source:HGNC Symbol;Acc:HGNC:25214],RTL4(3of3)
Milk0G0643.1,XNS0G0643.1,retrotransposon Gag like 5 [Source:HGNC Symbol;Acc:HGNC:29430],RTL5
Milk05G0137.1,XNS05G0137.1,retrotransposon Gag like 6 [Source:HGNC Symbol;Acc:HGNC:13343],RTL6
Milk0G0038.1,XNS0G0038.1,retrotransposon Gag like 8C [Source:HGNC Symbol;Acc:HGNC:2569],RTL8C(1of3)
Milk0G0039.1,XNS0G0039.1,retrotransposon Gag like 8C [Source:HGNC Symbol;Acc:HGNC:2569],RTL8C(2of3)
Milk0G0040.1,XNS0G0040.1,retrotransposon Gag like 8C [Source:HGNC Symbol;Acc:HGNC:2569],RTL8C(3of3)
Milk0G0256.1,XNS0G0256.1,retrotransposon Gag like 9 [Source:HGNC Symbol;Acc:HGNC:29245],RTL9(1of2)
Milk0G0257.1,XNS0G0257.1,retrotransposon Gag like 9 [Source:HGNC Symbol;Acc:HGNC:29245],RTL9(2of2)
Milk11G0104.1,XNS11G0104.1,REV1 DNA directed polymerase [Source:HGNC Symbol;Acc:HGNC:14060],REV1
Milk09G0169.1,XNS09G0169.1,"REV3 like, DNA directed polymerase zeta catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9968]",REV3L
Milk08G0521.1,XNS08G0521.1,reversion inducing cysteine rich protein with kazal motifs [Source:HGNC Symbol;Acc:HGNC:11345],RECK
Milk11G1129.1,XNS11G1129.1,"REX4 homolog, 3'-5' exonuclease [Source:HGNC Symbol;Acc:HGNC:12820]",REXO4(1of2)
Milk11G1130.1,XNS11G1130.1,"REX4 homolog, 3'-5' exonuclease [Source:HGNC Symbol;Acc:HGNC:12820]",REXO4(2of2)
Milk19G0316.1,XNS19G0316.1,RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:9974],RFNG
Milk22G0357.1,XNS22G0357.1,RFT1 homolog [Source:HGNC Symbol;Acc:HGNC:30220],RFT1
Milk08G0538.1,XNS08G0538.1,"RGP1 homolog, RAB6A GEF complex partner 1 [Source:HGNC Symbol;Acc:HGNC:21965]",RGP1
Milk23G0566.1,XNS23G0566.1,Rh associated glycoprotein [Source:HGNC Symbol;Acc:HGNC:10006],RHAG
Milk02G0967.1,XNS02G0967.1,Rh blood group D antigen [Source:HGNC Symbol;Acc:HGNC:10009],RHD
Milk03G1384.1,XNS03G1384.1,Rh family B glycoprotein [Source:HGNC Symbol;Acc:HGNC:14572],RHBG
Milk21G0165.1,XNS21G0165.1,Rh family C glycoprotein [Source:HGNC Symbol;Acc:HGNC:18140],RHCG
Milk05G1168.1,XNS05G1168.1,RHEB like 1 [Source:HGNC Symbol;Acc:HGNC:21166],RHEBL1
Milk11G0759.1,XNS11G0759.1,Rho associated coiled-coil containing protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:10252],ROCK2(1of2)
Milk24G0202.1,XNS24G0202.1,Rho associated coiled-coil containing protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:10252],ROCK2(2of2)
Milk05G1158.1,XNS05G1158.1,Rho family GTPase 1 [Source:HGNC Symbol;Acc:HGNC:18314],RND1
Milk19G0514.1,XNS19G0514.1,Rho family GTPase 2 [Source:HGNC Symbol;Acc:HGNC:18315],RND2
Milk02G0328.1,XNS02G0328.1,Rho family GTPase 3 [Source:HGNC Symbol;Acc:HGNC:671],RND3
Milk18G1153.1,XNS18G1153.1,RHO family interacting cell polarization regulator 1 [Source:HGNC Symbol;Acc:HGNC:25836],RIPOR1
Milk23G0235.1,XNS23G0235.1,RHO family interacting cell polarization regulator 2 [Source:HGNC Symbol;Acc:HGNC:13872],RIPOR2
Milk19G0297.1,XNS19G0297.1,Rho GDP dissociation inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:678],ARHGDIA
Milk05G0580.1,XNS05G0580.1,Rho GDP dissociation inhibitor beta [Source:HGNC Symbol;Acc:HGNC:679],ARHGDIB
Milk25G0959.1,XNS25G0959.1,Rho GDP dissociation inhibitor gamma [Source:HGNC Symbol;Acc:HGNC:680],ARHGDIG
Milk15G0246.1,XNS15G0246.1,Rho GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:673],ARHGAP1
Milk17G0073.1,XNS17G0073.1,Rho GTPase activating protein 10 [Source:HGNC Symbol;Acc:HGNC:26099],ARHGAP10(1of4)
Milk17G0074.1,XNS17G0074.1,Rho GTPase activating protein 10 [Source:HGNC Symbol;Acc:HGNC:26099],ARHGAP10(2of4)
Milk17G0075.1,XNS17G0075.1,Rho GTPase activating protein 10 [Source:HGNC Symbol;Acc:HGNC:26099],ARHGAP10(3of4)
Milk17G0076.1,XNS17G0076.1,Rho GTPase activating protein 10 [Source:HGNC Symbol;Acc:HGNC:26099],ARHGAP10(4of4)
Milk10G0656.1,XNS10G0656.1,Rho GTPase activating protein 11A [Source:HGNC Symbol;Acc:HGNC:15783],ARHGAP11A
Milk13G0205.1,XNS13G0205.1,Rho GTPase activating protein 12 [Source:HGNC Symbol;Acc:HGNC:16348],ARHGAP12
Milk02G0347.1,XNS02G0347.1,Rho GTPase activating protein 15 [Source:HGNC Symbol;Acc:HGNC:21030],ARHGAP15(1of2)
Milk02G0348.1,XNS02G0348.1,Rho GTPase activating protein 15 [Source:HGNC Symbol;Acc:HGNC:21030],ARHGAP15(2of2)
Milk25G0535.1,XNS25G0535.1,Rho GTPase activating protein 17 [Source:HGNC Symbol;Acc:HGNC:18239],ARHGAP17(1of3)
Milk25G0536.1,XNS25G0536.1,Rho GTPase activating protein 17 [Source:HGNC Symbol;Acc:HGNC:18239],ARHGAP17(2of3)
Milk25G0537.1,XNS25G0537.1,Rho GTPase activating protein 17 [Source:HGNC Symbol;Acc:HGNC:18239],ARHGAP17(3of3)
Milk09G0337.1,XNS09G0337.1,Rho GTPase activating protein 18 [Source:HGNC Symbol;Acc:HGNC:21035],ARHGAP18
Milk26G0434.1,XNS26G0434.1,Rho GTPase activating protein 19 [Source:HGNC Symbol;Acc:HGNC:23724],ARHGAP19
Milk06G0035.1,XNS06G0035.1,Rho GTPase activating protein 20 [Source:HGNC Symbol;Acc:HGNC:18357],ARHGAP20(1of2)
Milk15G0906.1,XNS15G0906.1,Rho GTPase activating protein 20 [Source:HGNC Symbol;Acc:HGNC:18357],ARHGAP20(2of2)
Milk13G0140.1,XNS13G0140.1,Rho GTPase activating protein 21 [Source:HGNC Symbol;Acc:HGNC:23725],ARHGAP21
Milk28G0245.1,XNS28G0245.1,Rho GTPase activating protein 22 [Source:HGNC Symbol;Acc:HGNC:30320],ARHGAP22(1of2)
Milk28G0246.1,XNS28G0246.1,Rho GTPase activating protein 22 [Source:HGNC Symbol;Acc:HGNC:30320],ARHGAP22(2of2)
Milk19G0695.1,XNS19G0695.1,Rho GTPase activating protein 23 [Source:HGNC Symbol;Acc:HGNC:29293],ARHGAP23
Milk06G0577.1,XNS06G0577.1,Rho GTPase activating protein 24 [Source:HGNC Symbol;Acc:HGNC:25361],ARHGAP24
Milk11G0571.1,XNS11G0571.1,Rho GTPase activating protein 25 [Source:HGNC Symbol;Acc:HGNC:28951],ARHGAP25
Milk07G0317.1,XNS07G0317.1,Rho GTPase activating protein 26 [Source:HGNC Symbol;Acc:HGNC:17073],ARHGAP26
Milk19G0439.1,XNS19G0439.1,Rho GTPase activating protein 27 [Source:HGNC Symbol;Acc:HGNC:31813],ARHGAP27
Milk24G0239.1,XNS24G0239.1,Rho GTPase activating protein 28 [Source:HGNC Symbol;Acc:HGNC:25509],ARHGAP28
Milk03G0845.1,XNS03G0845.1,Rho GTPase activating protein 29 [Source:HGNC Symbol;Acc:HGNC:30207],ARHGAP29
Milk03G1247.1,XNS03G1247.1,Rho GTPase activating protein 30 [Source:HGNC Symbol;Acc:HGNC:27414],ARHGAP30
Milk01G0270.1,XNS01G0270.1,Rho GTPase activating protein 31 [Source:HGNC Symbol;Acc:HGNC:29216],ARHGAP31
Milk29G0280.1,XNS29G0280.1,Rho GTPase activating protein 32 [Source:HGNC Symbol;Acc:HGNC:17399],ARHGAP32
Milk18G0952.1,XNS18G0952.1,Rho GTPase activating protein 33 [Source:HGNC Symbol;Acc:HGNC:23085],ARHGAP33
Milk18G0189.1,XNS18G0189.1,Rho GTPase activating protein 35 [Source:HGNC Symbol;Acc:HGNC:4591],ARHGAP35(1of2)
Milk18G0191.1,XNS18G0191.1,Rho GTPase activating protein 35 [Source:HGNC Symbol;Acc:HGNC:4591],ARHGAP35(2of2)
Milk0G0360.1,XNS0G0360.1,Rho GTPase activating protein 36 [Source:HGNC Symbol;Acc:HGNC:26388],ARHGAP36(1of2)
Milk0G0361.1,XNS0G0361.1,Rho GTPase activating protein 36 [Source:HGNC Symbol;Acc:HGNC:26388],ARHGAP36(2of2)
Milk14G0400.1,XNS14G0400.1,Rho GTPase activating protein 39 [Source:HGNC Symbol;Acc:HGNC:29351],ARHGAP39(1of2)
Milk14G0401.1,XNS14G0401.1,Rho GTPase activating protein 39 [Source:HGNC Symbol;Acc:HGNC:29351],ARHGAP39(2of2)
Milk0G0493.1,XNS0G0493.1,Rho GTPase activating protein 4 [Source:HGNC Symbol;Acc:HGNC:674],ARHGAP4
Milk15G0963.1,XNS15G0963.1,Rho GTPase activating protein 42 [Source:HGNC Symbol;Acc:HGNC:26545],ARHGAP42(1of2)
Milk15G0964.1,XNS15G0964.1,Rho GTPase activating protein 42 [Source:HGNC Symbol;Acc:HGNC:26545],ARHGAP42(2of2)
Milk19G0907.1,XNS19G0907.1,Rho GTPase activating protein 44 [Source:HGNC Symbol;Acc:HGNC:29096],ARHGAP44
Milk07G0531.1,XNS07G0531.1,Rho GTPase activating protein 45 [Source:HGNC Symbol;Acc:HGNC:17102],ARHGAP45
Milk21G0455.1,XNS21G0455.1,Rho GTPase activating protein 5 [Source:HGNC Symbol;Acc:HGNC:675],ARHGAP5
Milk0G1077.1,XNS0G1077.1,Rho GTPase activating protein 6 [Source:HGNC Symbol;Acc:HGNC:676],ARHGAP6
Milk05G0133.1,XNS05G0133.1,Rho GTPase activating protein 8 [Source:HGNC Symbol;Acc:HGNC:677],ARHGAP8
Milk05G0958.1,XNS05G0958.1,Rho GTPase activating protein 9 [Source:HGNC Symbol;Acc:HGNC:14130],ARHGAP9
Milk18G0046.1,XNS18G0046.1,Rho guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:681],ARHGEF1
Milk27G0035.1,XNS27G0035.1,Rho guanine nucleotide exchange factor 10 [Source:HGNC Symbol;Acc:HGNC:14103],ARHGEF10(1of5)
Milk27G0036.1,XNS27G0036.1,Rho guanine nucleotide exchange factor 10 [Source:HGNC Symbol;Acc:HGNC:14103],ARHGEF10(2of5)
Milk27G0037.1,XNS27G0037.1,Rho guanine nucleotide exchange factor 10 [Source:HGNC Symbol;Acc:HGNC:14103],ARHGEF10(3of5)
Milk27G0038.1,XNS27G0038.1,Rho guanine nucleotide exchange factor 10 [Source:HGNC Symbol;Acc:HGNC:14103],ARHGEF10(4of5)
Milk27G0039.1,XNS27G0039.1,Rho guanine nucleotide exchange factor 10 [Source:HGNC Symbol;Acc:HGNC:14103],ARHGEF10(5of5)
Milk02G1111.1,XNS02G1111.1,Rho guanine nucleotide exchange factor 10 like [Source:HGNC Symbol;Acc:HGNC:25540],ARHGEF10L(1of7)
Milk02G1112.1,XNS02G1112.1,Rho guanine nucleotide exchange factor 10 like [Source:HGNC Symbol;Acc:HGNC:25540],ARHGEF10L(2of7)
Milk02G1113.1,XNS02G1113.1,Rho guanine nucleotide exchange factor 10 like [Source:HGNC Symbol;Acc:HGNC:25540],ARHGEF10L(3of7)
Milk02G1114.1,XNS02G1114.1,Rho guanine nucleotide exchange factor 10 like [Source:HGNC Symbol;Acc:HGNC:25540],ARHGEF10L(4of7)
Milk02G1115.1,XNS02G1115.1,Rho guanine nucleotide exchange factor 10 like [Source:HGNC Symbol;Acc:HGNC:25540],ARHGEF10L(5of7)
Milk02G1116.1,XNS02G1116.1,Rho guanine nucleotide exchange factor 10 like [Source:HGNC Symbol;Acc:HGNC:25540],ARHGEF10L(6of7)
Milk02G1118.1,XNS02G1118.1,Rho guanine nucleotide exchange factor 10 like [Source:HGNC Symbol;Acc:HGNC:25540],ARHGEF10L(7of7)
Milk03G1358.1,XNS03G1358.1,Rho guanine nucleotide exchange factor 11 [Source:HGNC Symbol;Acc:HGNC:14580],ARHGEF11(1of2)
Milk03G1359.1,XNS03G1359.1,Rho guanine nucleotide exchange factor 11 [Source:HGNC Symbol;Acc:HGNC:14580],ARHGEF11(2of2)
Milk15G0755.1,XNS15G0755.1,Rho guanine nucleotide exchange factor 12 [Source:HGNC Symbol;Acc:HGNC:14193],ARHGEF12
Milk19G0949.1,XNS19G0949.1,Rho guanine nucleotide exchange factor 15 [Source:HGNC Symbol;Acc:HGNC:15590],ARHGEF15
Milk16G0464.1,XNS16G0464.1,Rho guanine nucleotide exchange factor 16 [Source:HGNC Symbol;Acc:HGNC:15515],ARHGEF16
Milk15G0432.1,XNS15G0432.1,Rho guanine nucleotide exchange factor 17 [Source:HGNC Symbol;Acc:HGNC:21726],ARHGEF17
Milk02G1155.1,XNS02G1155.1,Rho guanine nucleotide exchange factor 19 [Source:HGNC Symbol;Acc:HGNC:26604],ARHGEF19
Milk05G0971.1,XNS05G0971.1,Rho guanine nucleotide exchange factor 25 [Source:HGNC Symbol;Acc:HGNC:30275],ARHGEF25
Milk01G0626.1,XNS01G0626.1,Rho guanine nucleotide exchange factor 26 [Source:HGNC Symbol;Acc:HGNC:24490],ARHGEF26
Milk20G0072.1,XNS20G0072.1,Rho guanine nucleotide exchange factor 28 [Source:HGNC Symbol;Acc:HGNC:30322],ARHGEF28(1of2)
Milk20G0073.1,XNS20G0073.1,Rho guanine nucleotide exchange factor 28 [Source:HGNC Symbol;Acc:HGNC:30322],ARHGEF28(2of2)
Milk05G0474.1,XNS05G0474.1,Rho guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:683],ARHGEF3(1of3)
Milk05G0475.1,XNS05G0475.1,Rho guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:683],ARHGEF3(2of3)
Milk22G0327.1,XNS22G0327.1,Rho guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:683],ARHGEF3(3of3)
Milk11G0276.1,XNS11G0276.1,Rho guanine nucleotide exchange factor 33 [Source:HGNC Symbol;Acc:HGNC:37252],ARHGEF33
Milk07G0263.1,XNS07G0263.1,Rho guanine nucleotide exchange factor 37 [Source:HGNC Symbol;Acc:HGNC:34430],ARHGEF37
Milk06G0113.1,XNS06G0113.1,Rho guanine nucleotide exchange factor 38 [Source:HGNC Symbol;Acc:HGNC:25968],ARHGEF38
Milk08G0546.1,XNS08G0546.1,Rho guanine nucleotide exchange factor 39 [Source:HGNC Symbol;Acc:HGNC:25909],ARHGEF39
Milk02G0014.1,XNS02G0014.1,Rho guanine nucleotide exchange factor 4 [Source:HGNC Symbol;Acc:HGNC:684],ARHGEF4(1of3)
Milk02G0016.1,XNS02G0016.1,Rho guanine nucleotide exchange factor 4 [Source:HGNC Symbol;Acc:HGNC:684],ARHGEF4(2of3)
Milk02G0017.1,XNS02G0017.1,Rho guanine nucleotide exchange factor 4 [Source:HGNC Symbol;Acc:HGNC:684],ARHGEF4(3of3)
Milk10G0735.1,XNS10G0735.1,Rho guanine nucleotide exchange factor 40 [Source:HGNC Symbol;Acc:HGNC:25516],ARHGEF40
Milk04G0800.1,XNS04G0800.1,Rho guanine nucleotide exchange factor 5 [Source:HGNC Symbol;Acc:HGNC:13209],ARHGEF5
Milk0G0623.1,XNS0G0623.1,Rho guanine nucleotide exchange factor 7 [Source:HGNC Symbol;Acc:HGNC:15607],ARHGEF7(1of4)
